"id";"lavNumber";"name";"type";"result";"tier";"officialDistanceM";"officialName";"officialCandidateCount";"nameScore";"distanceGapM";"reason"
"8-181-09-ganseteich-in-sollichau";"8-181-09";"Gänseteich in Söllichau";"Teich";"review";"standing-review";"322";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-181-12-schleifbach-bei-sollichau";"8-181-12";"Schleifbach bei Söllichau";"See";"review";"standing-review";"322";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-183-04-margaretenhofteich-bei-oranienbaum";"8-183-04";"Margaretenhofteich bei Oranienbaum";"Teich";"review";"standing-review";"131.9";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-183-05-talkenloch-bei-kakau";"8-183-05";"Talkenloch bei Kakau";"See";"review";"wide-standing-review";"382.8";"Kakauer Teiche";"5";"0";"8.9";"Erweiterte amtliche Suche liefert noch keine ausreichend eindeutige Zuordnung."
"8-183-06-alter-graben-worlitz";"8-183-06";"Alter Graben Wörlitz";"Fließgewässer";"review";"flow-review";"0.2";"";"6";"0";"49.2";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"8-183-07-am-fliegraben-diestelsee-bei-worlitz";"8-183-07";"Am Fließgraben-Diestelsee bei Wörlitz";"Fließgewässer";"review";"flow-review";"0.2";"";"6";"0";"49.2";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"8-183-08-fuhrtgraben-bei-worlitz";"8-183-08";"Fuhrtgraben bei Wörlitz";"Fließgewässer";"review";"flow-review";"0.2";"";"6";"0";"49.2";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"8-183-10-groe-brage-bei-worlitz";"8-183-10";"Große Bräge bei Wörlitz";"See";"review";"standing-review";"471.4";"Wörlitzer See";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-183-12-schiffinge-bei-vockerode";"8-183-12";"Schiffinge bei Vockerode";"See";"review";"wide-standing-review";"693.1";"";"3";"0";"202";"Erweiterte amtliche Suche liefert noch keine ausreichend eindeutige Zuordnung."
"8-183-16-hauptgraben-von-worlitz-bis-kakau";"8-183-16";"Hauptgraben von Wörlitz bis Kakau";"Fließgewässer";"review";"flow-review";"19.7";"";"11";"0";"37.6";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"8-183-17-4-wallstiche-an-den-mittelholzern";"8-183-17";"4 Wallstiche an den Mittelhölzern";"See";"review";"standing-review";"471.4";"Wörlitzer See";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-250-05-saulug-bei-jessen";"8-250-05";"Saulug bei Jessen";"See";"review";"standing-review";"40.1";"";"3";"0";"111.2";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-250-07-neuer-arm-in-jessen";"8-250-07";"Neuer Arm in Jessen";"See";"review";"standing-review";"40.1";"";"3";"0";"111.2";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-250-12-neugraben-von-landesgrenze-bis";"8-250-12";"Neugraben von Landesgrenze bis";"Fließgewässer";"review";"flow-review";"9.8";"";"5";"0";"27.8";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"8-250-13-landlache-vom-plossiger-graben-bis";"8-250-13";"Landlache vom Plossiger Graben bis";"Fließgewässer";"review";"flow-review";"9.8";"";"5";"0";"27.8";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"8-250-14-baggerteich-bei-brandis";"8-250-14";"Baggerteich bei Brandis";"Teich";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"8-250-18-kremnitz-holzdorf";"8-250-18";"Kremnitz Holzdorf";"See";"review";"standing-review";"37";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-251-01-kiestagebau-elbekies-bei-prettin";"8-251-01";"Kiestagebau Elbekies bei Prettin";"Fließgewässer";"review";"flow-review";"2.6";"";"5";"0";"62";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"8-252-01-alte-elbe-in-iserbegka-bei-elster";"8-252-01";"Alte Elbe in Iserbegka bei Elster";"Fließgewässer";"review";"flow-review";"7.3";"";"4";"0";"35.6";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"8-360-02-dorfteich-klieken";"8-360-02";"Dorfteich Klieken";"Teich";"review";"standing-review";"14.3";"";"2";"0";"57.5";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-360-03-silbersee-bei-zieko";"8-360-03";"Silbersee bei Zieko";"See";"review";"standing-review";"12.4";"";"2";"0";"23.8";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-360-07-steinmuhlenteich-bei-duben";"8-360-07";"Steinmühlenteich bei Düben";"Teich";"review";"wide-standing-review";"422.4";"";"2";"0";"264";"Erweiterte amtliche Suche liefert noch keine ausreichend eindeutige Zuordnung."
"8-361-02-kohlengrube-coswig-flamingbad";"8-361-02";"Kohlengrube Coswig (Flämingbad)";"Kiesgrube";"review";"standing-review";"14.3";"";"3";"0";"39.1";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-460-02-brauteich-schlograben-und";"8-460-02";"Brauteich, Schloßgraben und";"Fließgewässer";"review";"flow-review";"0.1";"";"8";"0";"1.5";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"8-460-10-fleischerwerder-bei-dabrun";"8-460-10";"Fleischerwerder bei Dabrun";"See";"review";"standing-review";"6.7";"";"7";"0";"44.1";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-460-14-teich-bleddin";"8-460-14";"Teich Bleddin";"Teich";"review";"standing-review";"6.4";"";"6";"0";"46.3";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-460-15-schluft-bei-bleddin";"8-460-15";"Schluft bei Bleddin";"See";"review";"standing-review";"6.4";"";"6";"0";"46.3";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-460-16-bleddiner-ri";"8-460-16";"Bleddiner Riß";"See";"matched";"standing-name-50";"44.7";"Bleddiner Riß";"2";"1";"270.4";"Nahe amtliche Geometrie mit zusätzlicher Namensbestätigung."
"8-460-17-sandkolk-bleddin";"8-460-17";"Sandkolk Bleddin";"See";"review";"standing-review";"6.4";"";"6";"0";"46.3";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-460-28-kleiner-ri-bei-dabrun-schleienloch";"8-460-28";"Kleiner Riß bei Dabrun (Schleienloch)";"See";"review";"standing-review";"6.7";"";"7";"0";"44.1";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-460-33-schluft-priesitz";"8-460-33";"Schluft Priesitz";"See";"review";"standing-review";"13.1";"";"5";"0";"7.6";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-460-37-sandekolk-bei-dabrun";"8-460-37";"Sandekolk bei Dabrun";"See";"review";"standing-review";"6.7";"";"7";"0";"44.1";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-460-42-krummer-see-bodemar-bei-seegrehna-a-bl-h-k-pl-s-1-24";"8-460-42";"Krummer See (Bodemar) bei Seegrehna A, Bl, H, K, Pl, S 1,24";"Fließgewässer";"review";"flow-review";"215.6";"";"4";"0";"11";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"8-460-54-alte-badeanstalt-kemberg";"8-460-54";"Alte Badeanstalt Kemberg";"See";"review";"standing-review";"6.6";"";"4";"0";"15.3";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-460-55-wendel-wittenberg";"8-460-55";"Wendel Wittenberg";"See";"review";"standing-review";"60.7";"Wendel";"10";"0.353";"10.4";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-460-57-espenkolk-i-und-ii-bei-gallin-muhlanger";"8-460-57";"Espenkolk I und II bei Gallin/Mühlanger";"See";"review";"standing-review";"206.2";"";"2";"0";"143";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-460-58-wilde-kolke-i-bei-dabrun-melzwig";"8-460-58";"Wilde Kölke I bei Dabrun/Melzwig";"See";"review";"standing-review";"6.7";"";"7";"0";"44.1";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-460-59-tiefes-loch-bleddin";"8-460-59";"Tiefes Loch Bleddin";"See";"review";"standing-review";"6.4";"";"6";"0";"46.3";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"8-460-75-rehkolk-apollensdorf";"8-460-75";"Rehkolk Apollensdorf";"See";"review";"standing-review";"236.4";"";"2";"0";"89.2";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"9-150-04-parkbad-anna-helbra";"9-150-04";"Parkbad Anna Helbra";"See";"review";"standing-review";"0.1";"";"2";"0";"61.4";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"9-150-05-ottilienteich-bei-roblingen";"9-150-05";"Ottilienteich bei Röblingen";"Teich";"review";"wide-standing-review";"795.8";"";"2";"0";"202.9";"Erweiterte amtliche Suche liefert noch keine ausreichend eindeutige Zuordnung."
"9-150-11-minnabad-volkstedt";"9-150-11";"Minnabad Volkstedt";"See";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"9-150-15-mittelgraben-v-stollengraben-bis";"9-150-15";"Mittelgraben v. Stollengraben bis";"Fließgewässer";"review";"flow-review";"9.8";"";"5";"0";"27.8";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"9-150-18-tonloch-lauraberg-roblingen";"9-150-18";"Tonloch Lauraberg Röblingen";"See";"review";"wide-standing-review";"795.8";"";"2";"0";"202.9";"Erweiterte amtliche Suche liefert noch keine ausreichend eindeutige Zuordnung."
"9-151-01-rudels-teich-bei-helfta";"9-151-01";"Rüdels Teich bei Helfta";"Teich";"review";"standing-review";"273.1";"";"2";"0";"41.6";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"9-230-08-schaferteich-sylda";"9-230-08";"Schäferteich Sylda";"Teich";"review";"standing-review";"73.9";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"9-230-09-dorfteich-sylda";"9-230-09";"Dorfteich Sylda";"Teich";"review";"standing-review";"73.9";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"9-230-13-huttenteich-sylda";"9-230-13";"Hüttenteich Sylda";"Teich";"review";"standing-review";"73.9";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"9-230-15-ochsenpfuhlbachteich-vatterode";"9-230-15";"Ochsenpfuhlbachteich Vatterode";"Teich";"review";"wide-standing-review";"433.1";"";"3";"0";"80.6";"Erweiterte amtliche Suche liefert noch keine ausreichend eindeutige Zuordnung."
"9-390-10-altarm-am-hornissenberg-bei-kelbra";"9-390-10";"Altarm am Hornissenberg bei Kelbra";"See";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"9-390-18-feuerloschteich-in-dittichenrode";"9-390-18";"Feuerlöschteich in Dittichenrode";"Teich";"review";"wide-standing-review";"796.2";"";"1";"0";"9999";"Erweiterte amtliche Suche liefert noch keine ausreichend eindeutige Zuordnung."
"9-390-19-dorfteich-rotha";"9-390-19";"Dorfteich Rotha";"Teich";"review";"standing-review";"172.7";"";"2";"0";"128.4";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"9-390-20-kunstteich-bei-wettelrode";"9-390-20";"Kunstteich bei Wettelrode";"Teich";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"9-390-21-zweier-und-dreierteich-am-rosarium";"9-390-21";"Zweier- und Dreierteich am Rosarium";"Teich";"review";"standing-review";"98.3";"Zweier Teich";"2";"0.2";"20.9";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"9-390-23-3-tonlocher-bei-morungen";"9-390-23";"3 Tonlöcher bei Morungen –";"See";"review";"standing-review";"19.6";"";"2";"0";"45.6";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"9-390-24-alte-kiesgrube-berga";"9-390-24";"Alte Kiesgrube Berga";"Kiesgrube";"review";"wide-standing-review";"966.4";"";"1";"0";"9999";"Erweiterte amtliche Suche liefert noch keine ausreichend eindeutige Zuordnung."
"9-390-32-stausee-kelbra";"9-390-32";"Stausee Kelbra";"See";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"10-210-01-kiesgrube-in-rattmannsdorf";"10-210-01";"Kiesgrube in Rattmannsdorf";"Kiesgrube";"review";"standing-review";"50";"";"5";"0";"34.7";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-210-03-friedrichsbad-in-zwintschona";"10-210-03";"Friedrichsbad in Zwintschöna";"See";"review";"standing-review";"66.5";"";"3";"0";"217.5";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-210-04-dorfteich-in-zwintschona";"10-210-04";"Dorfteich in Zwintschöna";"Teich";"review";"standing-review";"66.5";"";"3";"0";"217.5";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-210-05-muhlteich-in-zwintschona";"10-210-05";"Mühlteich in Zwintschöna";"Teich";"review";"standing-review";"66.5";"";"3";"0";"217.5";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-210-10-dorfteich-plonitz";"10-210-10";"Dorfteich Plößnitz";"Teich";"review";"standing-review";"330.6";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-290-03-krugs-teich-in-schafstadt";"10-290-03";"Krugs Teich in Schafstädt";"Teich";"review";"standing-review";"276.3";"";"2";"0";"14.6";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-290-06-parkteich-in-braunsbedra";"10-290-06";"Parkteich in Braunsbedra";"Teich";"review";"wide-standing-review";"764.1";"Geiseltalsee";"1";"0";"9999";"Erweiterte amtliche Suche liefert noch keine ausreichend eindeutige Zuordnung."
"10-290-10-kleines-kohlenloch-bei-tollwitz";"10-290-10";"Kleines Kohlenloch bei Tollwitz";"See";"review";"standing-review";"9.8";"";"4";"0";"25.5";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-290-11-pfutze-bei-tollwitz";"10-290-11";"Pfütze bei Tollwitz";"See";"review";"standing-review";"9.8";"";"4";"0";"25.5";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-290-14-saale-im-altkreis-merseburg";"10-290-14";"Saale im Altkreis Merseburg";"Fließgewässer";"review";"flow-review";"0.3";"";"13";"0";"8.2";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"10-290-16-kanal-wusteneutsch-km-1-32-1-62";"10-290-16";"Kanal Wüsteneutsch km 1, 32 - 1, 62";"Fließgewässer";"review";"flow-review";"360.6";"";"1";"0";"9999";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"10-290-18-hirtenteich-in-zweimen";"10-290-18";"Hirtenteich in Zweimen";"Teich";"review";"standing-review";"168.4";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-290-22-geisel-von-quelle-bei-mucheln-bis";"10-290-22";"Geisel von Quelle bei Mücheln bis";"See";"review";"standing-review";"124.8";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-290-23-luppe-von-landesgrenze-sachsen";"10-290-23";"Luppe von Landesgrenze Sachsen";"See";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"10-290-24-weie-elster-von-landesgrenze-sachsen";"10-290-24";"Weiße Elster von Landesgrenze Sachsen";"See";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"10-290-25-umgehungskanal-merseburg";"10-290-25";"Umgehungskanal Merseburg";"Fließgewässer";"review";"flow-review";"0.3";"";"13";"0";"8.2";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"10-290-26-saalealtarm-leuna";"10-290-26";"Saalealtarm Leuna";"Fließgewässer";"review";"flow-review";"4.2";"";"5";"0";"17";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"10-290-32-schachtteich-milzau";"10-290-32";"Schachtteich Milzau";"Teich";"review";"wide-standing-review";"450.2";"Fischteich";"1";"0";"9999";"Erweiterte amtliche Suche liefert noch keine ausreichend eindeutige Zuordnung."
"10-290-34-spitzteich-zweimen";"10-290-34";"Spitzteich Zweimen";"Teich";"review";"standing-review";"168.4";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-290-44-teich-in-thalschutz";"10-290-44";"Teich in Thalschütz";"Teich";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"10-290-46-teich-in-gohren";"10-290-46";"Teich in Göhren";"Teich";"review";"standing-review";"168.4";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-290-48-malerteich-in-gunthersdorf";"10-290-48";"Malerteich in Günthersdorf";"Teich";"review";"wide-standing-review";"809.1";"";"1";"0";"9999";"Erweiterte amtliche Suche liefert noch keine ausreichend eindeutige Zuordnung."
"10-290-50-staubecken-tollwitz";"10-290-50";"Staubecken Tollwitz";"See";"review";"standing-review";"9.8";"";"4";"0";"25.5";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-290-53-kiessee-1-wallendorf";"10-290-53";"Kiessee 1 Wallendorf";"Kiesgrube";"review";"standing-review";"41.9";"Tonschacht";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-290-55-kiessee-2-wallendorf";"10-290-55";"Kiessee 2 Wallendorf";"Kiesgrube";"review";"standing-review";"41.9";"Tonschacht";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-290-57-ockendorfer-teich-leuna";"10-290-57";"Ockendorfer Teich Leuna";"Teich";"review";"standing-review";"133.6";"";"2";"0";"96.9";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-352-02-teich-thalgarten-in-querfurt";"10-352-02";"Teich Thalgarten in Querfurt";"Teich";"review";"standing-review";"159.3";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-353-02-langer-teich-in-landgrafroda";"10-353-02";"Langer Teich in Landgrafroda";"Teich";"review";"standing-review";"12.9";"";"3";"0";"38.3";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-353-05-backerteich-landgrafroda";"10-353-05";"Bäckerteich Landgrafroda";"Teich";"review";"standing-review";"12.9";"";"3";"0";"38.3";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-370-01-rosts-loch-in-lieskau";"10-370-01";"Rost‘s Loch in Lieskau";"See";"review";"standing-review";"37.8";"";"2";"0";"152.4";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-370-02-grundel-teich-bei-teutschenthal";"10-370-02";"Gründel Teich bei Teutschenthal";"Teich";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"10-370-04-schmiedern-am-gutzer-berg";"10-370-04";"Schmiedern am Gützer Berg";"See";"review";"standing-review";"385.5";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-370-05-obere-steinbreite-bei-brachwitz";"10-370-05";"Obere Steinbreite bei Brachwitz";"See";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"10-370-06-steinbruche-am-spitzberg-bei-landsberg-b-bl-k-pl-ro-0-85";"10-370-06";"Steinbrüche am Spitzberg bei Landsberg B, Bl, K, Pl, Ro 0,85";"See";"review";"standing-review";"385.5";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-370-13-vorderer-schacht-bei-dollnitz";"10-370-13";"Vorderer Schacht bei Döllnitz";"See";"review";"standing-review";"170.6";"";"6";"0";"31.9";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-370-14-pappelgrund-bei-teutschenthal";"10-370-14";"Pappelgrund bei Teutschenthal";"See";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"10-370-16-erlengrund-bei-teutschenthal";"10-370-16";"Erlengrund bei Teutschenthal";"See";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"10-370-18-gewasser-an-der-seilbahn-i";"10-370-18";"Gewässer an der Seilbahn I";"See";"review";"standing-review";"40.4";"";"4";"0";"137.7";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-370-23-2-dorfteiche-in-niemberg";"10-370-23";"2 Dorfteiche in Niemberg";"Teich";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"10-370-25-tonloch-morl";"10-370-25";"Tonloch Morl";"See";"review";"standing-review";"40.4";"";"4";"0";"137.7";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-370-32-steinbruch-ostrau";"10-370-32";"Steinbruch Ostrau";"See";"review";"standing-review";"12.7";"";"4";"0";"32.5";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-370-33-seilbahn-iii-u-ii-bei-morl";"10-370-33";"Seilbahn III u. II bei Morl";"See";"review";"standing-review";"40.4";"";"4";"0";"137.7";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-370-41-dorfteich-lohnsdorf";"10-370-41";"Dorfteich Lohnsdorf";"Teich";"review";"standing-review";"329.4";"";"2";"0";"49.3";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"10-370-45-teich-am-rodelberg";"10-370-45";"Teich am Rodelberg";"Fließgewässer";"review";"flow-review";"19.2";"";"7";"0";"18.1";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
"10-370-51-napresse-dollnitz";"10-370-51";"Naßpresse Döllnitz";"See";"review";"wide-standing-review";"440.4";"";"1";"0";"9999";"Erweiterte amtliche Suche liefert noch keine ausreichend eindeutige Zuordnung."
"10-370-52-entenfang-bei-langenbogen";"10-370-52";"Entenfang bei Langenbogen";"See";"review";"standing-review";"51.6";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"11-240-03-vollert-bei-trebnitz";"11-240-03";"Vollert bei Trebnitz";"See";"review";"standing-review";"348.2";"Jugendteich";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"11-240-04-restloch-tornau";"11-240-04";"Restloch Tornau";"See";"review";"standing-review";"62.8";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"11-240-06-feuerloschteich-gerstewitz";"11-240-06";"Feuerlöschteich Gerstewitz";"Teich";"review";"wide-standing-review";"516.9";"";"2";"0";"421.7";"Erweiterte amtliche Suche liefert noch keine ausreichend eindeutige Zuordnung."
"11-241-02-mondsee-pirkau-bei-hohenmolsen";"11-241-02";"Mondsee Pirkau bei Hohenmölsen";"See";"review";"standing-review";"401.1";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"11-241-04-eisensee-bei-hohenmolsen";"11-241-04";"Eisensee bei Hohenmölsen";"See";"review";"standing-review";"401.1";"";"1";"0";"9999";"Amtlicher Kandidat vorhanden, aber Eindeutigkeit für automatische Freigabe noch nicht ausreichend."
"11-300-01-parkteich-zu-grojena";"11-300-01";"Parkteich zu Großjena";"Teich";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"11-300-02-baggerteich-in-naumburg";"11-300-02";"Baggerteich in Naumburg";"Teich";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"11-300-08-herren-und-bauernteich-in";"11-300-08";"Herren- und Bauernteich in";"Teich";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"11-310-02-toter-arm-bei-nebra";"11-310-02";"Toter Arm bei Nebra";"See";"review";"wide-none";"";"";"0";"";"";"Auch im erweiterten ±800-m-Prüfbereich kein amtliches Gewässerobjekt gefunden."
"11-310-05-unstrut-von-landesgrenze-thuringen";"11-310-05";"Unstrut von Landesgrenze Thüringen";"Fließgewässer";"review";"flow-review";"2.8";"";"5";"0";"25.4";"Fließgewässer bleibt ohne starkes zusätzliches Namenssignal im Review."
