"id";"lavNumber";"name";"district";"status";"latitude";"longitude";"confidence";"source";"method";"officialName";"note"
"7-272-02-nachthainichte-bei-aken";"7-272-02";"Nachthainichte bei Aken";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-272-03-groe-kabel-langes-loch-bei-aken";"7-272-03";"Große Kabel (Langes Loch) bei Aken";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-272-04-kleine-kabel-bei-aken";"7-272-04";"Kleine Kabel bei Aken";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-272-05-taube-von-700m-unterhalb-einmundung";"7-272-05";"Taube von 700m unterhalb Einmündung";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-272-06-burgersee-in-aken";"7-272-06";"Bürgersee in Aken";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-01-baufeld-worbzig-1-groe-kiesgrube";"7-273-01";"Baufeld Wörbzig 1 - Große Kiesgrube";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-02-baufeld-worbzig-2-kleinere-kiesgrube";"7-273-02";"Baufeld Wörbzig 2 - Kleinere Kiesgrube";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-03-baufeld-worbzig-3-kiesgrube-rechts";"7-273-03";"Baufeld Wörbzig 3 - Kiesgrube rechts-";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-04-feldschlochen-bei-piethen";"7-273-04";"Feldschlößchen bei Piethen";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-05-karoline-bei-piethen-boote-ohne-motor";"7-273-05";"Karoline bei Piethen - Boote ohne Motor";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-06-sohl-bei-piethen";"7-273-06";"Sohl bei Piethen";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-07-betonwerkteich-3-4-bei-grobzig";"7-273-07";"Betonwerkteich 3 + 4 bei Gröbzig";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-08-tagebau-edderitz-boote-ohne-motor";"7-273-08";"Tagebau Edderitz - Boote ohne Motor";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-09-sandkiete-ii-bei-grobzig";"7-273-09";"Sandkiete II bei Gröbzig";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-10-schachtteich-bei-piethen";"7-273-10";"Schachtteich bei Piethen";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-11-fuhne-von-einmundung-der-riede";"7-273-11";"Fuhne von Einmündung der Riede";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-12-sportplatzteich-in-gorzig";"7-273-12";"Sportplatzteich in Görzig";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-15-augustateich-in-pfaffendorf";"7-273-15";"Augustateich in Pfaffendorf";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-17-dorfteich-reinsdorf";"7-273-17";"Dorfteich Reinsdorf";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-18-pelzteich-gorzig";"7-273-18";"Pelzteich Görzig";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-19-betonwerkteich-v-bei-grobzig";"7-273-19";"Betonwerkteich V bei Gröbzig";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-20-teich-in-weddershausen";"7-273-20";"Teich in Weddershausen";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-21-dorfteich-gnetsch";"7-273-21";"Dorfteich Gnetsch";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-22-fischteich-gnetsch";"7-273-22";"Fischteich Gnetsch";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-23-kiessandtagebau-gnetsch-riesdorf";"7-273-23";"Kiessandtagebau Gnetsch/Riesdorf";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-24-gutsteich-gorzig";"7-273-24";"Gutsteich Görzig";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-273-25-molkereiteich-maasdorf";"7-273-25";"Molkereiteich Maasdorf";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-00-ackermannsteich-elsnigk";"7-275-00";"Ackermannsteich Elsnigk";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-01-grubenteich-bei-osternienburg";"7-275-01";"Grubenteich bei Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-02-kleine-sandfurchen-bei-osternienburg";"7-275-02";"Kleine Sandfürchen bei Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-03-bruckmannsteich-und-pumpenteich-bei";"7-275-03";"Brückmannsteich und Pumpenteich bei";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-04-groe-sandfurchen-bei-osternienburg";"7-275-04";"Große Sandfürchen bei Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-05-lochmannsteich-bei-osternienburg";"7-275-05";"Lochmannsteich bei Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-06-baggerteich-bei-trebbichau-aken";"7-275-06";"Baggerteich bei Trebbichau/Aken";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-07-groer-und-kleiner-parkteich";"7-275-07";"Großer und Kleiner Parkteich";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-08-drei-locher-in-micheln";"7-275-08";"Drei Löcher in Micheln";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-09-entfallt";"7-275-09";"entfällt";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-10-sonntalteich-bei-micheln";"7-275-10";"Sonntalteich bei Micheln";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-11-hasenteich-bei-osternienburg";"7-275-11";"Hasenteich bei Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-12-teich-ii-osternienburg";"7-275-12";"Teich II Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-13-kleiner-ruteich-osternienburg";"7-275-13";"Kleiner Rußteich Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-14-muhlenteich-wulfen";"7-275-14";"Mühlenteich Wulfen";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-15-kapellenteich-wulfen";"7-275-15";"Kapellenteich Wulfen";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-16-angerteich-wulfen";"7-275-16";"Angerteich Wulfen";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-17-holzplatzteich-osternienburg";"7-275-17";"Holzplatzteich Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-18-maxdorfer-teich";"7-275-18";"Maxdorfer Teich";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-19-roter-teich-osternienburg";"7-275-19";"Roter Teich Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-20-salzteich-osternienburg";"7-275-20";"Salzteich Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-21-groer-ruteich-osternienburg";"7-275-21";"Großer Rußteich Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-22-strutwiesen-osternienburg";"7-275-22";"Strutwiesen Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-23-teich-am-alten-sportplatz-osternienburg";"7-275-23";"Teich am alten Sportplatz Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-24-busch-raten-dornbock";"7-275-24";"Busch-Räten Dornbock";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-25-backerteich-diebzig";"7-275-25";"Bäckerteich Diebzig";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-26-mullerteich-diebzig";"7-275-26";"Müllerteich Diebzig";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-27-schmiedeteich-diebzig";"7-275-27";"Schmiedeteich Diebzig";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-28-dorfteich-pidorf";"7-275-28";"Dorfteich Pißdorf";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-29-schaferteich-pidorf";"7-275-29";"Schäferteich Pißdorf";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-30-kuhteich-osternienburg";"7-275-30";"Kuhteich Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-275-31-straucherteich-osternienburg";"7-275-31";"Sträucherteich Osternienburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-276-01-stadionteich-in-kothen";"7-276-01";"Stadionteich in Köthen";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-276-02-schulteich-bei-trebbichau-aken";"7-276-02";"Schulteich bei Trebbichau/Aken";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-276-03-teich-kleinbadegast";"7-276-03";"Teich Kleinbadegast";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-276-04-schulzenteich-grobadegast";"7-276-04";"Schulzenteich Großbadegast";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-276-05-teich-am-kulturzentrum-grobadegast";"7-276-05";"Teich am Kulturzentrum Großbadegast";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-276-06-muhlteich-merzien";"7-276-06";"Mühlteich Merzien";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-360-01-stauanlage-klein-leitzkau";"7-360-01";"Stauanlage Klein Leitzkau";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-400-01-alte-elbe-bei-dornburg";"7-400-01";"Alte Elbe bei Dornburg";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-490-02-kiesgrube-waldfrieden-bei-zerbst";"7-490-02";"Kiesgrube Waldfrieden bei Zerbst";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-490-03-stauanlage-golbogen-bei-straguth";"7-490-03";"Stauanlage Golbogen bei Straguth";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-490-04-nuthe-im-landkreis-anhalt-bitterfeld-a-a-b-bf-d-h-k-pl-19-50-bis-walternienburg-mit-ausnahme-der-strecke-brucke-kameritz-bis-ca-3-km-flussaufwarts-salmostrecken-beachten";"7-490-04";"Nuthe im Landkreis Anhalt-Bitterfeld Ä, A, B, Bf, D, H, K, Pl 19,50 bis Walternienburg mit Ausnahme der Strecke Brücke Kämeritz bis ca. 3 km Flussaufwärts - Salmostrecken beachten!";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-490-06-bonscher-teich";"7-490-06";"Bonscher Teich";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-490-07-ziegeleiteich-bei-niederlepte";"7-490-07";"Ziegeleiteich bei Niederlepte";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-490-08-unterer-muhlenteich-bei-dobritz";"7-490-08";"Unterer Mühlenteich bei Dobritz";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-490-09-kiesgrube-ost-bei-zerbst-5-00-gesperrt-bis-31-12-2022";"7-490-09";"Kiesgrube Ost bei Zerbst 5,00 Gesperrt bis 31.12.2022!";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-491-01-godnitzer-see";"7-491-01";"Gödnitzer See";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-491-02-groes-loch-bei-steutz";"7-491-02";"Großes Loch bei Steutz";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-491-03-pfaffensee-bei-steckby";"7-491-03";"Pfaffensee bei Steckby";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-491-04-groer-wehl-bei-steutz";"7-491-04";"Großer Wehl bei Steutz";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"7-492-01-groer-cassinteich-bei-lindau";"7-492-01";"Großer Cassinteich bei Lindau";"Anhalt-Bitterfeld";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-180-02-ehemaliger-badeteich-an-der";"8-180-02";"Ehemaliger Badeteich an der";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-180-03-birnbaummuhlenteich-grafenhainichen-a-b-bl-h-k-pl-ro-s-0-53";"8-180-03";"Birnbaummühlenteich Gräfenhainichen A, B, Bl, H, K, Pl, Ro, S 0,53";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-180-04-strohwalder-teich-grafenhainichen";"8-180-04";"Strohwalder Teich Gräfenhainichen";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-180-05-affenteich-grafenhainichen";"8-180-05";"Affenteich Gräfenhainichen";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-180-06-buchholzteich-grafenhainichen";"8-180-06";"Buchholzteich Gräfenhainichen";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-01-reudener-grube";"8-181-01";"Reudener Grube";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-02-tiefer-kolk-in-selbitz";"8-181-02";"Tiefer Kolk in Selbitz";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-03-muhlenteich-radis";"8-181-03";"Mühlenteich Radis";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-04-tagebaurestloch-golpa-ii-gurke";"8-181-04";"Tagebaurestloch Golpa II (Gurke)";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-05-tagebaurestloch-druschplatzteich";"8-181-05";"Tagebaurestloch Druschplatzteich";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-06-jagerteich-bei-sollichau";"8-181-06";"Jägerteich bei Söllichau";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-07-unterer-dorfteich-sollichau";"8-181-07";"Unterer Dorfteich Söllichau";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-08-muhlteich-in-tornau";"8-181-08";"Mühlteich in Tornau";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-09-ganseteich-in-sollichau";"8-181-09";"Gänseteich in Söllichau";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-10-lehmkeite-bei-uthausen";"8-181-10";"Lehmkeite bei Uthausen";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-11-neuer-teich-bei-uthausen";"8-181-11";"Neuer Teich bei Uthausen";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-12-schleifbach-bei-sollichau";"8-181-12";"Schleifbach bei Söllichau";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-13-barbarasee-bei-grafenhainichen-boote";"8-181-13";"Barbarasee bei Gräfenhainichen Boote";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-181-14-dorfteich-schleesen";"8-181-14";"Dorfteich Schleesen";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-182-01-alte-grube-mohlau";"8-182-01";"Alte Grube Möhlau";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-182-02-mohlauer-see";"8-182-02";"Möhlauer See";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-182-03-3-steinbruchteiche-in-mohlau";"8-182-03";"3 Steinbruchteiche in Möhlau";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-01-badeteich-vockerode";"8-183-01";"Badeteich Vockerode";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-02-elbe-von-km-244-5-km-248-3-linksseitig-a-bl-h-pl-z-w-q-52-00";"8-183-02";"Elbe von km 244, 5 - km 248, 3 linksseitig A, Bl, H, Pl, Z, W, Q 52,00";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-03-rehsener-see";"8-183-03";"Rehsener See";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-04-margaretenhofteich-bei-oranienbaum";"8-183-04";"Margaretenhofteich bei Oranienbaum";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-05-talkenloch-bei-kakau";"8-183-05";"Talkenloch bei Kakau";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-06-alter-graben-worlitz";"8-183-06";"Alter Graben Wörlitz";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-07-am-fliegraben-diestelsee-bei-worlitz";"8-183-07";"Am Fließgraben-Diestelsee bei Wörlitz";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-08-fuhrtgraben-bei-worlitz";"8-183-08";"Fuhrtgraben bei Wörlitz";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-09-stammhainigte-bei-worlitz";"8-183-09";"Stammhainigte bei Wörlitz";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-10-groe-brage-bei-worlitz";"8-183-10";"Große Bräge bei Wörlitz";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-11-groes-hakenloch-bei-vockerode";"8-183-11";"Großes Hakenloch bei Vockerode";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-12-schiffinge-bei-vockerode";"8-183-12";"Schiffinge bei Vockerode";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-13-kapengraben-von-ehem-b107-bis-zur";"8-183-13";"Kapengraben von ehem. B107 bis zur";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-14-fliegraben-von-straenbrucke";"8-183-14";"Fließgraben von Straßenbrücke";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-16-hauptgraben-von-worlitz-bis-kakau";"8-183-16";"Hauptgraben von Wörlitz bis Kakau";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-183-17-4-wallstiche-an-den-mittelholzern";"8-183-17";"4 Wallstiche an den Mittelhölzern";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-184-01-roter-see-bei-rotta";"8-184-01";"Roter See bei Rotta";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-184-02-see-am-waldrand-bei-rotta";"8-184-02";"See am Waldrand bei Rotta";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-184-03-bergwitzsee";"8-184-03";"Bergwitzsee";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-250-04-neues-bad-bei-jessen";"8-250-04";"Neues Bad bei Jessen";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-250-05-saulug-bei-jessen";"8-250-05";"Saulug bei Jessen";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-250-06-schweinitzer-flie-von-landesgrenze-bis-a-b-bl-h-pl-ro-s-9-50-einlauf-morgengraben-bei-zwuschen-dixforda";"8-250-06";"Schweinitzer Fließ von Landesgrenze bis A, B, Bl, H, Pl, Ro, S 9,50 Einlauf Morgengraben bei Zwuschen/Dixförda";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-250-07-neuer-arm-in-jessen";"8-250-07";"Neuer Arm in Jessen";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-250-08-schwarze-elster-von-lg-bis-zur-ein";"8-250-08";"Schwarze Elster von LG bis zur Ein-";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-250-09-schwarze-elster-von-straenbrucke";"8-250-09";"Schwarze Elster von Straßenbrücke";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-250-11-schopfwerk-gerbisbach";"8-250-11";"Schöpfwerk Gerbisbach";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-250-12-neugraben-von-landesgrenze-bis";"8-250-12";"Neugraben von Landesgrenze bis";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"8-250-13-landlache-vom-plossiger-graben-bis";"8-250-13";"Landlache vom Plossiger Graben bis";"Wittenberg";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
